snapshot_hour_utc,game_id,position,user_login,viewer_count,language,started_at
2026-08-28T05,518184,1,cooperscharms,248,en,2026-08-28T01:52:47Z
2026-08-28T05,518184,2,msshadylady,76,en,2026-08-28T04:54:37Z
2026-08-28T05,518184,3,smittenseraph,72,en,2026-08-28T02:43:31Z
2026-08-28T05,512923,1,helheim_lynx,303,en,2026-08-28T01:04:51Z
2026-08-28T05,512923,2,thepowerhour,140,en,2026-08-28T04:50:59Z
2026-08-28T05,512923,3,paisley_trees,97,en,2026-08-28T01:21:58Z
2026-08-28T05,1867279146,1,crappa,334,hu,2026-08-28T04:59:36Z
2026-08-28T05,1867279146,2,infinite_sge,276,en,2026-08-28T05:06:29Z
2026-08-28T05,1867279146,3,motfrais,225,es,2026-08-28T03:38:33Z
2026-08-28T05,24226,1,outerheaven,459,en,2026-08-27T23:48:22Z
2026-08-28T05,24226,2,kaytorinn,33,en,2026-08-28T04:07:17Z
2026-08-28T05,24226,3,wtttttm,12,en,2026-08-28T05:00:11Z
2026-08-28T05,509658,1,cinna,17226,en,2026-08-27T20:41:06Z
2026-08-28T05,509658,2,silky,6826,en,2026-08-28T03:59:11Z
2026-08-28T05,509658,3,casimito,6068,pt,2026-08-28T02:00:39Z
2026-08-28T05,2059463486,1,caseoh_,53729,en,2026-08-28T02:02:24Z
2026-08-28T05,2059463486,2,vanillamace,8208,en,2026-08-28T01:00:24Z
2026-08-28T05,2059463486,3,drgluon,794,en,2026-08-28T01:04:03Z
